,Date,Surface Temp,Surface Chla all,Surface Si,Surface NH4,Surface DIP,Surface NO3+2,Surface NO3,Surface NO2,Surface DIN,total_abundance,Akashiwo_sanguineum,Skeletonema,Thalassiosira_nordenskioeldii,Thalassiosira_rotula,Pseudonitzschia
255,2003-10-15,16.5,3.67,67.54301808,11.986504,1.825097,7.930447,6.4590499999999995,1.471397,19.916951,135000.0,0.0,100000.0,0.0,0.0,0.0
256,2003-10-22,14.0,2.60,46.032258240000004,10.315249999999999,1.754753,8.749018,7.46406,1.284958,19.064268,188000.0,0.0,119000.0,0.0,0.0,0.0
257,2003-10-29,13.7,2.36,41.33841888,10.491943,1.7071159999999999,10.116001,8.783289,1.3327120000000001,20.607944,195000.0,0.0,54000.0,1000.0,0.0,0.0
258,2003-11-03,13.8,2.97,,13.015213,1.766822,15.308605,13.35608,1.952525,28.323818,1482000.0,0.0,318000.0,5000.0,0.0,0.0
259,2003-11-10,11.2,2.60,31.393885724999997,8.340065000000001,1.52687558,10.698021,9.433051,1.26497,19.038086,175000.0,0.0,81000.0,0.0,0.0,0.0
260,2003-11-14,,,,6.640602,1.347626,12.260672999999999,11.026622999999999,1.23405,18.901275,,,,,,
261,2003-11-17,8.2,1.86,34.36743216000001,8.833096,1.5379159999999998,12.915309,11.488565000000001,1.426744,21.748404999999998,207000.0,0.0,71000.0,0.0,0.0,0.0
262,2003-11-24,9.6,2.12,29.508406814999997,6.23,1.31,11.98,10.75,1.23,18.21,396000.0,0.0,317000.0,0.0,0.0,0.0
263,2003-12-01,8.8,2.58,28.83990576,5.153142000000001,1.2739699999999998,12.538744999999999,11.499742999999999,1.039002,17.691887,446000.0,0.0,314000.0,0.0,0.0,0.0
264,2003-12-09,3.4,1.69,27.160389655000003,5.4307680000000005,1.1914449999999999,14.469448,13.537596,0.931852,19.900216,169000.0,0.0,104000.0,16000.0,0.0,0.0
265,2003-12-15,3.6,1.18,29.8666848,6.739439,1.3728479999999998,16.416217,15.650044,0.766173,23.155656,277000.0,0.0,172000.0,42000.0,0.0,0.0
266,2003-12-30,5.0,4.36,25.14804672,3.360153,0.9341929999999998,14.714165,14.333478999999999,0.38068599999999997,18.074317999999998,462000.0,0.0,169000.0,56000.0,20000.0,0.0
267,2004-01-05,4.6,18.11,21.40502304,1.84,0.62,15.57,15.19,0.38,17.41,2236000.0,0.0,1230000.0,634000.0,62000.0,0.0
268,2004-01-14,0.0,32.47,1.4198591999999999,0.12,0.15,0.74,0.65,0.09,0.86,2532000.0,0.0,1056000.0,1104000.0,153000.0,0.0
269,2004-01-21,0.0,29.59,0.025237469999999998,0.02,0.08,0.05,0.020000000000000004,0.03,0.07,3897000.0,0.0,1368000.0,1842000.0,306000.0,0.0
270,2004-01-29,,21.28,1.01892336,0.07,0.12,0.1,0.1,0,0.17,3606000.0,0.0,1680000.0,1143000.0,54000.0,0.0
271,2004-02-04,-1.0,11.59,0.41757303,0.6256360000000001,0.061135300000000004,0.136485,0.115446,0.021039000000000002,0.762121,1131000.0,0.0,394000.0,432000.0,33000.0,0.0
272,2004-02-09,0.0,9.66,0.5225788650000001,0.37526899999999996,0.03781844000000001,0.11265999999999998,0.10822399999999999,0.004435999999999999,0.48792899999999995,2682000.0,0.0,1146000.0,1128000.0,105000.0,0.0
273,2004-02-16,-1.0,13.46,0.121839855,0.4546140000000001,0.04789622,0.160972,0.11965600000000001,0.041316,0.6155860000000001,1154000.0,0.0,258000.0,713000.0,29000.0,0.0
274,2004-02-23,1.5,12.68,0.14748552000000004,0.365784,0.053071459999999994,0.045725999999999996,0.015338999999999998,0.030386999999999997,0.41151,844000.0,0.0,48000.0,501000.0,26000.0,0.0
275,2004-03-01,2.8,2.99,0.10962235000000001,0.9729990000000001,0.10318867000000001,0.23646999999999999,0.182493,0.053977000000000004,1.2094690000000001,277000.0,0.0,18000.0,82000.0,18000.0,0.0
276,2004-03-12,3.8,4.13,,,,,,,,223000.0,0.0,6000.0,1000.0,6000.0,0.0
277,2004-03-13,,,3.9812318,4.81083,0.458286995,4.2551965,3.9845189999999997,0.2706775,9.0660265,,,,,,
278,2004-03-18,,7.06,2.4702058200000003,0.658408,0.17039003,0.121115,0.11752,0.0035949999999999992,0.779523,481000.0,0.0,21000.0,0.0,0.0,0.0
279,2004-03-22,3.0,5.40,2.291567145,0.29113999999999995,0.12964966,0.09282099999999999,0.09675899999999998,-0.0039380000000000005,0.38396099999999994,753000.0,0.0,8000.0,0.0,21000.0,0.0
280,2004-03-29,4.8,15.86,1.37932749,2.7836190000000003,0.12943958,3.702817,3.455958,0.246859,6.486436,3711000.0,0.0,177000.0,0.0,267000.0,0.0
281,2004-04-05,4.5,16.06,0.6005866200000001,0.344581,0.10782254999999999,0.26261900000000005,0.23007600000000006,0.032542999999999996,0.6072000000000001,3134000.0,0.0,292000.0,198000.0,136000.0,0.0
282,2004-04-14,7.0,4.32,2.6235240899999996,0.688728,0.11443703999999999,0.09842599999999999,0.061963999999999984,0.036462,0.787154,489000.0,0.0,1000.0,0.0,46000.0,0.0
283,2004-04-19,8.1,1.82,0.20110962000000004,0.83211159,0.04295732,0.061388149999999975,0.0041998099999999775,0.05718834,0.89349974,738000.0,0.0,0.0,24000.0,22000.0,0.0
284,2004-04-26,8.7,7.23,0.06259467000000005,0.7821595,0.020572689999999998,0.09943014999999997,0.05758581999999997,0.04184433,0.88158965,1310000.0,0.0,0.0,0.0,6000.0,0.0
285,2004-05-03,9.9,0.66,1.29558696,0.63014304,0.17143437,0.0493442,0.017505799999999995,0.0318384,0.6794872399999999,187000.0,0.0,0.0,0.0,0.0,0.0
286,2004-05-10,11.7,7.99,0.41795625000000003,0.72724295,0.024580370000000004,0.14508169999999998,0.11495698999999998,0.030124710000000002,0.87232465,2106000.0,0.0,322000.0,163000.0,77000.0,0.0
287,2004-05-17,15.2,2.62,0.22330038,0.69303396,0.06745668,0.28048318000000005,0.2503190900000001,0.030164089999999998,0.97351714,2042000.0,0.0,558000.0,0.0,0.0,0.0
288,2004-05-24,15.4,5.58,4.4943612900000005,0.82365513,0.13571471,0.09,0.02,0.07,0.91365513,2772000.0,0.0,2318000.0,0.0,0.0,0.0
289,2004-06-01,14.0,5.46,,,,,,,,1862000.0,0.0,914000.0,0.0,0.0,0.0
290,2004-06-07,15.0,10.12,3.1189883099999998,1.39772829,0.46819964,0.30182325,0.14193725999999998,0.15988599,1.69955154,87000.0,0.0,56000.0,0.0,0.0,0.0
291,2004-06-15,16.6,8.36,8.188707359999999,0.6973039,0.3650376,0.06,0.0102002,0.0497998,0.7573038999999999,2690000.0,0.0,618000.0,0.0,0.0,0.0
292,2004-06-21,18.8,4.20,3.37879575,1.02358474,0.224321,0.08,0.018264590000000004,0.06173541,1.10358474,3060000.0,0.0,904000.0,0.0,0.0,0.0
293,2004-06-28,18.6,0.13,13.625448630000001,1.00836544,0.66762212,0.06,0.014908469999999993,0.045091530000000005,1.06836544,5206000.0,0.0,4732000.0,0.0,0.0,0.0
294,2004-07-06,20.2,,2.4401243699999995,0.8437709899999999,0.92939291,0.06,0.01323042,0.04676958,0.9037709899999999,5123000.0,0.0,3535000.0,0.0,0.0,0.0
295,2004-07-12,22.0,0.46,4.99330314,0.5334641099999999,0.8394446999999999,0.20134414000000003,0.17100448000000004,0.03033966,0.7348082499999999,7950000.0,0.0,5404000.0,0.0,0.0,0.0
296,2004-07-19,21.8,0.24,0.18114369000000002,0.54928481,0.61632174,0.04,0.006004410000000002,0.03399559,0.58928481,14697000.0,0.0,12810000.0,0.0,0.0,0.0
297,2004-07-26,21.8,6.42,6.29727849,0.66262834,1.2057267,0.14692420000000003,0.12142969000000003,0.02549451,0.8095525400000001,8154000.0,0.0,7332000.0,0.0,0.0,0.0
298,2004-08-02,22.3,8.54,4.523482410000001,0.74947729,0.97203612,0.06,0.02193945,0.03806055,0.80947729,3254000.0,0.0,2408000.0,0.0,0.0,0.0
299,2004-08-10,22.0,1.23,4.75229628,0.8403973299999999,0.90529128,0.18620224999999996,0.16019791999999997,0.02600433,1.0265995799999998,2092000.0,0.0,1308000.0,0.0,0.0,0.0
300,2004-08-15,22.2,,8.884969470000001,1.60163102,1.13016677,0.14699644999999997,0.08912896999999997,0.057867480000000006,1.74862747,1806000.0,0.0,938000.0,0.0,0.0,0.0
301,2004-08-23,21.5,14.41,4.798259085,0.08,0.7696000000000001,0.07105,0.05105,0.02,0.15105000000000002,9639000.0,0.0,8708000.0,0.0,0.0,0.0
302,2004-08-30,22.0,12.44,,,,,,,,10709000.0,0.0,10038000.0,0.0,0.0,0.0
303,2004-09-08,22.6,4.84,0.04960289999999998,0.06,0.1144,0.11164999999999999,0.09164999999999998,0.02,0.17164999999999997,7243000.0,0.0,5677000.0,0.0,0.0,0.0
304,2004-09-15,21.0,8.80,5.733806550000001,0.14,0.754,0.1,0.018800000000000008,0.0812,0.24000000000000002,8938000.0,0.0,4617000.0,0.0,0.0,90000.0
305,2004-09-20,18.8,11.47,4.144800249999999,0.2,1.3104,0.20299999999999999,0.15299999999999997,0.05,0.403,3070000.0,0.0,248000.0,0.0,58000.0,20000.0
306,2004-09-27,19.5,8.04,0.589534475,0.165,0.7747999999999999,0.126875,0.091875,0.035,0.291875,12483000.0,0.0,4846000.0,0.0,200000.0,25000.0
307,2004-10-04,17.3,17.32,0.040265955000000006,0.08,0.4056,0.0812,0.051199999999999996,0.03,0.1612,15033000.0,0.0,7963000.0,119000.0,364000.0,21000.0
308,2004-10-12,16.7,3.95,8.91715047,1.74,1.3104,1.16725,1.0572499999999998,0.11,2.90725,1330000.0,0.0,924000.0,0.0,0.0,218000.0
309,2004-10-18,14.6,10.85,1.1986959000000001,0.1,0.9048,0.1624,0.1324,0.03,0.26239999999999997,8014000.0,0.0,7842000.0,0.0,15000.0,0.0
310,2004-10-25,11.9,1.53,6.128331135,5,1.1752,5.592649999999999,4.802649999999999,0.79,10.592649999999999,3970000.0,0.0,3864000.0,0.0,0.0,0.0
311,2004-11-01,12.9,20.94,2.6483707649999997,0.02,0.5928,0.11164999999999999,0.07164999999999999,0.04,0.13165,5831000.0,0.0,5741000.0,0.0,0.0,0.0
312,2004-11-08,11.0,1.85,3.525410525,1.43,0.728,0.49734999999999996,0.40735,0.09,1.92735,131000.0,0.0,84000.0,0.0,0.0,0.0
313,2004-11-15,7.0,2.01,10.972455765,4.68,1.0712000000000002,4.242699999999999,3.8026999999999993,0.44,8.922699999999999,81000.0,0.0,26000.0,0.0,1000.0,0.0
314,2004-11-22,8.3,3.97,19.232816975,8.35,1.508,9.95715,8.997150000000001,0.96,18.30715,106000.0,0.0,49000.0,0.0,1000.0,0.0
315,2004-11-29,8.6,2.35,18.188474925,5.48,1.2167999999999999,6.32345,5.683450000000001,0.64,11.803450000000002,92000.0,0.0,36000.0,0.0,0.0,
316,2004-12-04,10.1,,,,,,,,,,,,,,
317,2004-12-06,6.5,4.21,23.063490199999997,7.49,1.3104,10.4748,9.514800000000001,0.96,17.9648,88000.0,0.0,64000.0,0.0,0.0,0.0
318,2004-12-13,7.9,1.55,21.948053535,5.96,1.2272,8.668099999999999,7.9780999999999995,0.69,14.6281,90000.0,0.0,44000.0,0.0,0.0,0.0
319,2004-12-23,8.0,1.86,,,,,,,,5100.0,0.0,3600.0,0.0,0.0,0.0
320,2004-12-29,6.5,5.87,,2.18,0.8944,8.2012,7.5312,0.67,10.3812,147300.0,0.0,78700.0,0.0,0.0,0.0
321,2005-01-07,3.6,1.19,31.018541,4.06,0.7592,13.621299999999998,12.931299999999998,0.69,17.681299999999997,72700.0,0.0,46900.0,2600.0,400.0,0.0
322,2005-01-10,4.4,0.91,22.54977033,3.18,0.8372,9.921624999999999,9.481625000000001,0.44,13.101624999999999,54000.0,0.0,20100.0,0.0,500.0,0.0
323,2005-01-20,1.8,0.94,25.603606739999996,5.65624363,0.9850272600000001,8.439505220000001,8.04111361,0.39839161,14.09574885,13000.0,0.0,1400.0,1100.0,0.0,0.0
324,2005-01-27,,1.22,,3.8420995199999997,0.81174507,6.6819693099999995,6.4295268100000005,0.25244249999999996,10.52406883,18000.0,0.0,6900.0,0.0,800.0,0.0
325,2005-02-03,0.2,0.60,19.87900809,5.31310822,1.3346829999999998,11.00199744,10.54322644,0.458771,16.31510566,18900.0,0.0,9700.0,2100.0,0.0,0.0
326,2005-02-08,1.8,0.83,15.666140789999996,3.48633617,0.71585844,6.495304160000001,6.2207941600000005,0.27451000000000003,9.981640330000001,25900.0,0.0,9300.0,6600.0,1300.0,1400.0
327,2005-02-15,2.4,4.23,10.623334229999998,0.83129472,0.45828192000000006,4.49311552,4.2637241,0.22939141999999998,5.32441024,812000.0,0.0,434000.0,28000.0,27000.0,20000.0
328,2005-02-21,1.1,5.95,11.526873720000001,0.50386456,0.19754951999999998,2.83740508,2.60157383,0.23583125,3.34126964,118000.0,0.0,26000.0,0.0,8000.0,0.0
329,2005-03-03,1.6,3.14,9.714911149999999,0.6637603200000001,0.389384,0.181714,0.09739719999999999,0.0843168,0.8454743200000001,187000.0,0.0,15000.0,0.0,0.0,0.0
330,2005-03-08,2.3,1.09,6.693399750000001,0.44419391999999996,0.22468764000000002,0.06677238000000003,0.04958301000000004,0.01718937,0.5109663,91000.0,0.0,0.0,0.0,0.0,0.0
331,2005-03-11,1.5,1.06,6.74059671,0.6249427200000001,0.266109,0.570602,0.540602,0.03,1.19554472,36900.0,0.0,1600.0,0.0,0.0,0.0
332,2005-03-22,3.3,1.25,9.126918284999999,2.86437046,0.399978,4.36340198,4.06992298,0.293479,7.22777244,77300.0,0.0,2700.0,0.0,0.0,1700.0
333,2005-03-29,4.9,,2.55776583,0.4325867,0.120673,0.23505888,0.09543988,0.139619,0.66764558,2488000.0,0.0,44000.0,9000.0,0.0,0.0
334,2005-04-05,6.5,,8.192339985,0.77386115,0.058698959999999994,1.23748444,1.12473649,0.11274795,2.01134559,8138000.0,0.0,0.0,123000.0,0.0,0.0
335,2005-04-12,7.8,15.35,3.824820895,0.83713536,0.12118,0.312846,0.262846,0.05,1.14998136,27722000.0,0.0,0.0,110000.0,0.0,0.0
336,2005-04-21,9.0,,,1.25925639,0.174335,0.72488052,0.60539252,0.119488,1.9841369100000001,16786000.0,0.0,0.0,0.0,47000.0,0.0
337,2005-04-26,8.8,,,1.30745904,0.195172,0.3947345,0.23483786,0.15989663999999998,1.70219354,593000.0,0.0,0.0,0.0,0.0,0.0
338,2005-05-03,10.8,6.40,,0.38551534,0.15045999999999998,0.16179114,0.12279514000000001,0.03899599999999999,0.54730648,2930000.0,0.0,0.0,0.0,0.0,0.0
339,2005-05-05,,,5.346441555,,,,,,,,,,,,
340,2005-05-10,10.0,6.50,1.35021486,0.5236368,0.02953206,0.06751182000000003,0.02919100000000003,0.03832082,0.59114862,3241000.0,0.0,0.0,86000.0,3000.0,0.0
341,2005-05-26,10.3,6.02,5.476631940000001,2.2486692899999996,0.348365,2.2158486,2.0080401,0.2078085,4.46451789,231000.0,0.0,49000.0,0.0,0.0,0.0
342,2005-05-31,14.4,6.56,6.029894280000001,0.57621256,0.185914,1.4444494399999999,1.13419444,0.310255,2.0206619999999997,2157000.0,0.0,117000.0,0.0,53000.0,0.0
343,2005-06-07,16.1,3.35,9.125634224999999,0.7003430399999999,0.13910046,0.21097582000000004,0.17394995000000005,0.037025869999999995,0.91131886,6732000.0,0.0,814000.0,0.0,0.0,0.0
344,2005-06-14,20.8,5.50,,0.59580276,0.30499,0.6663157200000001,0.5872657200000001,0.07905,1.26211848,1921000.0,0.0,135000.0,0.0,0.0,0.0
345,2005-06-15,,,2.34,,,,,,,,,,,,
346,2005-06-20,18.2,13.10,0.4473007,0.5227382399999999,0.223811,0.568621,0.43206100000000003,0.13656,1.09135924,3867000.0,0.0,462000.0,0.0,0.0,0.0
347,2005-06-27,20.5,5.34,2.99012677,0.54845406,0.45361300000000004,0.6897034200000001,0.6768154200000001,0.012887999999999997,1.23815748,3117000.0,0.0,104000.0,0.0,0.0,0.0
348,2005-07-05,21.5,4.17,1.81393341,0.5883494399999999,0.338628,0.288542,0.09293048000000004,0.19561151999999998,0.8768914399999999,5249000.0,0.0,1867000.0,0.0,0.0,0.0
349,2005-07-11,20.5,15.46,8.49266476,0.56550528,0.62327,0.5074270000000001,0.47742700000000005,0.03,1.07293228,5097000.0,0.0,3899000.0,0.0,47000.0,0.0
350,2005-07-18,22.2,6.26,1.750081605,0.5230073799999999,0.60129,0.70902314,0.58032414,0.128699,1.23203052,3324000.0,0.0,428000.0,0.0,0.0,0.0
351,2005-07-25,22.3,9.02,5.291416605,0.54836256,0.769768,0.33354,0.24268943999999998,0.09085056000000001,0.8819025600000001,3668000.0,0.0,1051000.0,0.0,0.0,0.0
352,2005-08-01,22.8,4.99,4.74163228,0.27093024,0.579857,0.561091,0.4100206,0.1510704,0.83202124,2693000.0,0.0,1561000.0,0.0,0.0,0.0
353,2005-08-08,23.3,5.26,20.523668590000003,0.9882956999999999,1.1477169999999999,1.08337824,1.07264724,0.01073099999999999,2.07167394,61000.0,0.0,0.0,0.0,0.0,0.0
354,2005-08-15,24.2,7.55,31.878919815000003,2.1093436800000003,1.2262664399999998,0.3322977000000001,0.2115113600000001,0.12078633999999999,2.4416413800000005,524000.0,0.0,142000.0,0.0,0.0,0.0
355,2005-08-22,22.3,17.54,16.05894437,0.63103248,0.632709,0.764187,0.4925502,0.27163679999999996,1.39521948,2154000.0,0.0,1598000.0,0.0,0.0,0.0
356,2005-08-30,23.0,4.39,2.0813600899999996,0.47194176,0.526195,0.455162,0.27189512000000005,0.18326688,0.92710376,5921000.0,0.0,5547000.0,0.0,0.0,0.0
357,2005-09-06,22.4,14.69,11.04611736,1.29009846,0.902464,1.2852768600000002,1.2515648600000002,0.03371199999999999,2.57537532,8471000.0,0.0,7431000.0,0.0,0.0,0.0
358,2005-09-12,21.0,14.98,2.56998216,1.26130508,0.341533,0.77828562,0.5925946200000001,0.185691,2.0395907,20875000.0,0.0,20055000.0,0.0,0.0,0.0
359,2005-09-21,20.8,9.74,3.52124318,2.46963168,1.164027,0.9909635,0.88939262,0.10157088,3.46059518,3714000.0,0.0,2745000.0,0.0,0.0,0.0
360,2005-09-26,20.1,3.60,7.673022045,3.11800132,1.42675,1.14778286,1.05377886,0.094004,4.26578418,979000.0,0.0,539000.0,0.0,0.0,0.0
361,2005-10-03,18.8,3.09,4.275398595,0.583051,1.277064,0.77176274,0.61993274,0.15183,1.35481374,10899000.0,0.0,10090000.0,0.0,145000.0,0.0
362,2005-10-12,17.0,3.78,18.724336530000002,10.823664959999999,2.2819339999999997,5.150373,4.45896468,0.69140832,15.974037959999999,115400.0,0.0,18900.0,0.0,2600.0,0.0
363,2005-10-17,16.0,1.26,21.07673064,9.474754559999997,1.936502,5.06253,4.4433520799999995,0.61917792,14.537284559999996,27500.0,0.0,14900.0,0.0,400.0,0.0
364,2005-10-21,13.9,1.55,37.71371193499999,12.983552010000002,1.84774944,12.057349439999998,11.050721269999997,1.0066281700000002,25.04090145,25800.0,0.0,3200.0,0.0,200.0,0.0
365,2005-10-31,11.8,1.73,34.71444097,9.479041919999998,1.341347,9.523933000000001,8.10649588,1.4174371200000002,19.00297492,51400.0,0.0,29200.0,0.0,1100.0,0.0
366,2005-11-04,12.8,3.25,27.541537840000004,6.856199039999999,1.377652,10.517328000000001,9.20984832,1.30747968,17.37352704,100400.0,0.0,67800.0,0.0,0.0,0.0
367,2005-11-14,12.0,3.75,26.76327374,4.96664352,1.051261,9.705279,8.4357798,1.2694992,14.67192252,538000.0,0.0,362000.0,0.0,8000.0,0.0
368,2005-11-21,10.5,7.43,26.53079152,3.12168096,0.856637,9.492566,8.46697208,1.02559392,12.61424696,155900.0,0.0,77800.0,0.0,1000.0,0.0
369,2005-11-28,7.2,1.82,47.71772978,7.559330879999999,1.202581,19.379261500000002,18.25169494,1.12756656,26.938592380000003,52000.0,0.0,12200.0,0.0,800.0,0.0
370,2005-12-05,7.2,2.10,26.938976385000004,5.41448832,1.012928,10.390901000000001,9.791991560000001,0.5989094399999999,15.805389320000002,45100.0,0.0,6500.0,0.0,800.0,0.0
371,2005-12-12,5.7,1.59,24.8464839,4.350143999999999,0.961144,9.546242000000001,8.951585360000001,0.5946566400000001,13.896386,49900.0,0.0,16000.0,0.0,0.0,0.0
372,2005-12-19,3.7,1.76,26.67198646,4.1825472,0.951462,10.998561500000001,10.504040540000002,0.49452095999999995,15.181108700000001,154600.0,0.0,102600.0,0.0,0.0,0.0
373,2005-12-29,5.4,7.40,22.21870695,0.9974447999999999,0.644617,10.814268,10.47740784,0.33686015999999996,11.8117128,1771000.0,0.0,1423000.0,0.0,0.0,0.0
374,2006-01-04,4.5,4.94,23.95527174,1.91798064,0.7496195,14.2773535,13.8760447,0.4013088,16.19533414,3323000.0,0.0,2957000.0,0.0,0.0,0.0
375,2006-01-09,4.8,4.29,19.41825214,0.8990428799999999,0.506545,11.9232755,11.58152894,0.3417465599999999,12.82231838,3185000.0,0.0,3136000.0,0.0,0.0,0.0
376,2006-01-10,,,19.32705,0.8989779999999999,0.6613305,10.210838714999998,9.911719619999998,0.299119095,11.109816714999997,,,,,,
377,2006-01-18,5.0,0.92,16.60511753,2.25159552,0.557084,10.137588,9.842005919999998,0.29558207999999997,12.38918352,48000.0,0.0,39000.0,0.0,0.0,0.0
378,2006-01-23,4.0,1.59,32.352604975,5.361019199999999,0.704815,17.456931,16.94529708,0.51163392,22.8179502,32300.0,0.0,8100.0,0.0,0.0,0.0
379,2006-01-30,6.0,2.07,19.511240935,2.22038145,0.6425881,9.897215,9.66210428,0.23511072,12.117596449999999,31000.0,0.0,2000.0,0.0,0.0,0.0
380,2006-02-06,5.2,1.87,20.62383425,2.8572111,0.7914670500000001,10.725279,10.48902444,0.23625456,13.582490100000001,7200.0,0.0,1300.0,0.0,0.0,0.0
381,2006-02-16,,1.74,,0.9390001500000001,0.5273939000000001,8.654088999999999,8.477736519999999,0.17635247999999998,9.593089149999999,196000.0,0.0,32000.0,0.0,0.0,0.0
382,2006-02-22,2.7,3.18,17.16983645,0.3215979,0.3823567,7.915727,7.7127177200000006,0.20300928,8.2373249,75000.0,0.0,34900.0,0.0,0.0,0.0
383,2006-03-01,2.5,5.03,9.65608774,0.3432906,0.21881530000000005,2.779701,2.66153076,0.11817024,3.1229916,317000.0,0.0,32000.0,0.0,0.0,0.0
384,2006-03-06,2.2,3.95,3.7803959750000002,0.2288979,0.10853920000000002,0.564144,0.47636735999999996,0.08777664,0.7930419,285000.0,0.0,3000.0,0.0,0.0,0.0
385,2006-03-13,4.8,3.04,1.2995907949999999,0.3113541,0.04283950000000001,0.54335,0.4544588,0.08889119999999999,0.8547041,201000.0,0.0,4000.0,0.0,0.0,0.0
386,2006-03-20,4.0,1.45,1.4609066949999998,0.40879980000000005,0.11614790000000003,1.9505655000000002,1.9337779800000001,0.01678752,2.3593653000000003,303000.0,0.0,0.0,0.0,0.0,0.0
387,2006-03-22,,,11.512652274999999,0.821213,0.55,1.8121930000000002,1.6077560000000002,0.204437,2.633406,,,,,,
388,2006-03-27,5.2,2.05,1.92780098,0.27576720000000005,0.13061290000000003,0.632667,0.56057964,0.07208735999999999,0.9084342000000001,376000.0,0.0,49000.0,0.0,0.0,0.0
389,2006-04-03,7.7,0.99,5.468713785,0.32597010000000004,0.06965750000000001,0.996434,0.92508776,0.07134624,1.3224041,575000.0,0.0,0.0,0.0,0.0,0.0
390,2006-04-13,,1.17,,0.3069198,0.25494700000000003,0.612686,0.55681784,0.05586815999999999,0.9196058,785000.0,0.0,3000.0,0.0,0.0,0.0
391,2006-04-17,10.4,4.55,0.24333758499999997,0.2282436,0.025667400000000024,0.739055,0.65575388,0.08330111999999999,0.9672986,8501000.0,0.0,0.0,0.0,0.0,0.0
392,2006-04-24,,3.41,1.870741395,0.2270691,0.07728270000000002,0.535051,0.5224442800000001,0.012606720000000004,0.7621201000000001,3909000.0,0.0,0.0,0.0,0.0,0.0
393,2006-05-03,12.0,1.34,4.797299130000001,0.2769903,0.17154940000000002,0.597592,0.5808150400000001,0.016776960000000004,0.8745823,1699000.0,0.0,0.0,0.0,0.0,0.0
394,2006-05-16,11.8,1.50,12.94700526,4.9011111000000005,0.6535661,5.6205,5.3573371199999995,0.26316288,10.521611100000001,37000.0,0.0,0.0,0.0,0.0,0.0
395,2006-05-22,13.0,5.47,,,,,,,,154000.0,0.0,27000.0,0.0,0.0,0.0
396,2006-05-26,15.0,4.31,6.053449329999999,0.5109155,0.2697305,0.538072,0.437651,0.100421,1.0489875,1434000.0,0.0,170000.0,0.0,0.0,0.0
397,2006-06-05,18.0,8.28,0.753713935,0.43683249999999996,0.023861999999999998,0.35712649999999996,0.33010549999999994,0.02702100000000001,0.7939589999999999,8055000.0,0.0,833000.0,0.0,0.0,0.0
398,2006-06-13,19.0,2.73,,0.40249,0.0434685,0.3486845,0.24729,0.1013945,0.7511745000000001,8280000.0,0.0,120000.0,0.0,0.0,0.0
399,2006-06-19,19.5,3.34,,0.63649824,0.013484499999999998,0.64568,0.5326389650000001,0.11304103500000001,1.28217824,8280000.0,0.0,399000.0,0.0,0.0,0.0
400,2006-06-28,21.0,4.82,0.42764024999999994,0.36641999999999997,0.088285,0.3601545,0.298744,0.0614105,0.7265744999999999,17035000.0,0.0,16200000.0,0.0,0.0,0.0
401,2006-07-11,22.0,3.71,3.04771558,0.6678550000000001,0.49232,0.3523555,0.03501549999999998,0.31734,1.0202105000000001,6408000.0,0.0,6222000.0,0.0,0.0,0.0
402,2006-07-15,,,46.364953979999996,,,,,,,,,,,,
403,2006-07-18,23.5,3.46,0.431516745,0.4344795,0.27856650000000005,0.167764,0.12249899999999998,0.045265000000000014,0.6022435,26930000.0,0.0,26238000.0,0.0,0.0,0.0
404,2006-07-24,21.7,9.94,8.22126184,0.2761295,0.9206425,0.167635,0.07617299999999999,0.09146200000000002,0.4437645,6861000.0,0.0,4637000.0,0.0,0.0,0.0
405,2006-07-31,24.3,3.98,3.739442755,0.38675550000000003,0.4892355,0.1654465,0.015935000000000005,0.1495115,0.5522020000000001,18172000.0,0.0,17172000.0,0.0,0.0,0.0
406,2006-08-08,23.3,2.76,18.267766809999998,0.46167549999999996,1.11,0.104883,0.03577050000000001,0.0691125,0.5665585,632000.0,0.0,179000.0,0.0,0.0,0.0
407,2006-08-14,21.8,4.25,11.752012215,0.5745715,0.8114295,0.11975399999999999,0.007893499999999984,0.1118605,0.6943255,20121000.0,0.0,19467000.0,0.0,0.0,0.0
408,2006-08-22,21.8,4.63,,2.0797525699999997,1.1591835000000001,0.451135,0.279678805,0.171456195,2.5308875699999995,1203000.0,0.0,974000.0,0.0,0.0,0.0
409,2006-08-28,20.7,4.46,13.36393391,,,,,,,691000.0,0.0,492000.0,0.0,0.0,0.0
410,2006-09-06,19.7,4.38,,1.57651816,1.087776,0.6169100000000001,0.44098283000000005,0.17592717,2.19342816,2277000.0,0.0,2010000.0,0.0,0.0,0.0
411,2006-09-11,19.7,8.18,1.53754343,0.22453466,0.970183,0.09442299999999999,0.03344615499999999,0.060976845,0.31895766,2564000.0,0.0,133000.0,0.0,0.0,0.0
412,2006-09-18,20.0,6.57,0.10830632250000002,0.26927166,0.775282,0.1456875,0.09204928500000001,0.053638214999999996,0.41495916,1585000.0,0.0,113000.0,0.0,0.0,0.0
413,2006-09-25,19.2,2.27,7.07328637,1.39184157,1.101113,0.2105245,0.12407541999999999,0.08644908000000001,1.60236607,416000.0,0.0,65000.0,0.0,0.0,0.0
414,2006-10-02,17.6,12.35,11.688769789999998,2.04418886,1.351085,0.766583,0.47605658,0.29052642,2.81077186,674000.0,0.0,42000.0,0.0,0.0,0.0
